DATE,ACMH,ACSH,AWND,DASF,FMTM,MDSF,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
1869-01-01,,,,,,,,0.75,,9,,,29,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-02,,,,,,,,0.03,,0,,,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-03,,,,,,,,0,,0,,,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-04,,,,,,,,0.18,,0,,,37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-05,,,,,,,,0.05,,0,,,43,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-06,,,,,,,,0,,0,,,38,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-07,,,,,,,,0,,0,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-08,,,,,,,,0,,0,,,54,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-09,,,,,,,,0,,0,,,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-10,,,,,,,,0.01,,0,,,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-11,,,,,,,,0,,0,,,33,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-12,,,,,,,,0.85,,0,,,37,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-13,,,,,,,,0,,0,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-14,,,,,,,,0,,0,,,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-15,,,,,,,,0.04,,0,,,42,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-16,,,,,,,,0,,0,,,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-17,,,,,,,,0,,0.1,,,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-18,,,,,,,,0,,0,,,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-19,,,,,,,,0.15,,6,,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-20,,,,,,,,0,,0,,,37,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-21,,,,,,,,0,,0,,,42,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-22,,,,,,,,0,,0,,,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-23,,,,,,,,0,,0,,,39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-24,,,,,,,,0,,0,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-25,,,,,,,,0,,0,,,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-26,,,,,,,,0,,0,,,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-27,,,,,,,,0,,0,,,40,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-28,,,,,,,,0,,0,,,47,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-29,,,,,,,,0,,0,,,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-30,,,,,,,,0.47,,0,,,54,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-01-31,,,,,,,,0,,0,,,41,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-01,,,,,,,,0,,0,,,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-02,,,,,,,,0,,0,,,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-03,,,,,,,,0,,0,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-04,,,,,,,,1.55,,1.1,,,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-05,,,,,,,,0,,0,,,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-06,,,,,,,,0,,0,,,40,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-07,,,,,,,,0,,0,,,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-08,,,,,,,,0,,0,,,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-09,,,,,,,,0,,0,,,38,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-10,,,,,,,,0.85,,0,,,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-11,,,,,,,,0.05,,0,,,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-12,,,,,,,,0,,0,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-13,,,,,,,,0,,0,,,61,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-14,,,,,,,,0,,0,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-15,,,,,,,,2.6,,0,,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-16,,,,,,,,0,,0,,,44,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-17,,,,,,,,0,,0,,,46,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-18,,,,,,,,0.54,,2,,,41,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-19,,,,,,,,0.06,,0.5,,,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-20,,,,,,,,0,,0,,,39,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-21,,,,,,,,0,,0,,,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-22,,,,,,,,0,,0,,,50,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-23,,,,,,,,0.56,,0,,,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-24,,,,,,,,0,,0,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-25,,,,,,,,0,,0,,,38,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-26,,,,,,,,0.66,,6,,,34,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-27,,,,,,,,0,,0,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-02-28,,,,,,,,0,,0,,,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-01,,,,,,,,0,,0,,,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-02,,,,,,,,0.02,,0,,,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-03,,,,,,,,0,,0,,,43,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-04,,,,,,,,0.1,,0,,,44,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-05,,,,,,,,0,,0,,,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-06,,,,,,,,0.03,,0.8,,,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-07,,,,,,,,0,,0,,,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-08,,,,,,,,0,,0,,,38,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-09,,,,,,,,0,,0,,,46,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-10,,,,,,,,1.06,,0,,,47,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-11,,,,,,,,0,,0,,,37,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-12,,,,,,,,0,,0,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-13,,,,,,,,0,,0,,,52,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-14,,,,,,,,0.02,,0,,,48,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-15,,,,,,,,0.18,,0,,,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-16,,,,,,,,0,,0,,,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-17,,,,,,,,0,,0,,,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-18,,,,,,,,0,,0,,,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-19,,,,,,,,0,,0,,,42,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-20,,,,,,,,0.28,,0,,,48,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-21,,,,,,,,0,,0,,,32,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-22,,,,,,,,0,,0,,,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-23,,,,,,,,0.95,,0,,,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-24,,,,,,,,0,,0,,,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-25,,,,,,,,0,,0,,,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-26,,,,,,,,0,,0,,,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-27,,,,,,,,0.78,,0,,,60,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-28,,,,,,,,0,,0,,,55,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-29,,,,,,,,0,,0,,,40,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-30,,,,,,,,1.15,,0,,,53,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-03-31,,,,,,,,0.04,,0,,,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-01,,,,,,,,0.01,,0,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-02,,,,,,,,0.43,,0,,,43,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-03,,,,,,,,0,,0,,,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-04,,,,,,,,0,,0,,,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-05,,,,,,,,0,,0,,,50,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-06,,,,,,,,0,,0,,,53,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-07,,,,,,,,0.3,,0,,,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-08,,,,,,,,0,,0,,,52,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-09,,,,,,,,0,,0,,,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-10,,,,,,,,0,,0,,,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-11,,,,,,,,0,,0,,,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-12,,,,,,,,0,,0,,,48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-13,,,,,,,,0,,0,,,45,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-14,,,,,,,,0,,0,,,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-15,,,,,,,,0,,0,,,54,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-16,,,,,,,,0,,0,,,67,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-17,,,,,,,,0.04,,0,,,57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-18,,,,,,,,0,,0,,,71,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-19,,,,,,,,0,,0,,,76,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-20,,,,,,,,0.12,,0,,,68,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-21,,,,,,,,0.08,,0,,,60,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-22,,,,,,,,0,,0,,,57,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-23,,,,,,,,0,,0,,,61,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-24,,,,,,,,0,,0,,,73,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-25,,,,,,,,0,,0,,,57,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-26,,,,,,,,0,,0,,,71,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-27,,,,,,,,0,,0,,,71,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-28,,,,,,,,0.05,,0,,,69,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-29,,,,,,,,0.36,,0,,,58,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-04-30,,,,,,,,0,,0,,,55,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-01,,,,,,,,0.58,,0,,,46,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-02,,,,,,,,0.7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-03,,,,,,,,0.02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-04,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-05,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-06,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-07,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-08,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-09,,,,,,,,0,,0,,,65,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-10,,,,,,,,0,,0,,,66,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-11,,,,,,,,0,,0,,,75,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-12,,,,,,,,0,,0,,,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-13,,,,,,,,0.12,,0,,,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-14,,,,,,,,0,,0,,,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-15,,,,,,,,0.15,,0,,,69,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-16,,,,,,,,0.5,,0,,,62,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-17,,,,,,,,0,,0,,,61,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-18,,,,,,,,0,,0,,,62,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-19,,,,,,,,0.87,,0,,,55,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-20,,,,,,,,0,,0,,,63,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-21,,,,,,,,0.27,,0,,,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-22,,,,,,,,0.19,,0,,,59,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-23,,,,,,,,0,,0,,,65,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-24,,,,,,,,0,,0,,,74,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-25,,,,,,,,0,,0,,,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-26,,,,,,,,0.4,,0,,,84,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-27,,,,,,,,0,,0,,,65,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-28,,,,,,,,0.07,,0,,,58,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-29,,,,,,,,0,,0,,,74,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-30,,,,,,,,0.14,,0,,,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-05-31,,,,,,,,0.14,,0,,,80,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-01,,,,,,,,0,,0,,,79,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-02,,,,,,,,0.08,,0,,,70,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-03,,,,,,,,0,,0,,,83,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-04,,,,,,,,0,,0,,,73,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-05,,,,,,,,0.08,,0,,,82,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-06,,,,,,,,0,,0,,,65,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-07,,,,,,,,0,,0,,,65,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-08,,,,,,,,0.33,,0,,,57,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-09,,,,,,,,0,,0,,,64,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-10,,,,,,,,0.19,,0,,,58,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-11,,,,,,,,0.01,,0,,,68,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-12,,,,,,,,0.01,,0,,,69,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-13,,,,,,,,0,,0,,,74,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-14,,,,,,,,0.93,,0,,,76,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-15,,,,,,,,0.06,,0,,,69,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-16,,,,,,,,0,,0,,,68,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-17,,,,,,,,0,,0,,,74,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-18,,,,,,,,0,,0,,,78,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-19,,,,,,,,0,,0,,,82,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-20,,,,,,,,0,,0,,,78,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-21,,,,,,,,1.53,,0,,,82,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-22,,,,,,,,0.02,,0,,,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-23,,,,,,,,0,,0,,,72,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-24,,,,,,,,0.01,,0,,,77,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-25,,,,,,,,0,,0,,,79,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-26,,,,,,,,0.02,,0,,,80,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-27,,,,,,,,0.67,,0,,,81,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-28,,,,,,,,0.2,,0,,,87,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-29,,,,,,,,0,,0,,,82,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-06-30,,,,,,,,0.26,,0,,,78,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-01,,,,,,,,0,,0,,,70,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-02,,,,,,,,0,,0,,,76,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-03,,,,,,,,0.42,,0,,,84,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-04,,,,,,,,0,,0,,,83,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-05,,,,,,,,0,,0,,,73,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-06,,,,,,,,0,,0,,,74,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-07,,,,,,,,0,,0,,,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-08,,,,,,,,0,,0,,,80,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-09,,,,,,,,0.52,,0,,,72,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-10,,,,,,,,0,,0,,,82,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-11,,,,,,,,0,,0,,,88,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-12,,,,,,,,0,,0,,,76,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-13,,,,,,,,0.1,,0,,,80,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-14,,,,,,,,0.18,,0,,,66,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-15,,,,,,,,0.05,,0,,,82,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-16,,,,,,,,0.38,,0,,,92,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-17,,,,,,,,0,,0,,,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-18,,,,,,,,0,,0,,,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-19,,,,,,,,0,,0,,,72,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-20,,,,,,,,0.04,,0,,,69,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-21,,,,,,,,0.64,,0,,,80,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-22,,,,,,,,0,,0,,,71,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-23,,,,,,,,0,,0,,,75,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-24,,,,,,,,0,,0,,,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-25,,,,,,,,0,,0,,,81,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-26,,,,,,,,0.55,,0,,,76,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-27,,,,,,,,0.23,,0,,,84,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-28,,,,,,,,0,,0,,,82,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-29,,,,,,,,0.09,,0,,,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-30,,,,,,,,0,,0,,,74,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-07-31,,,,,,,,0,,0,,,76,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-01,,,,,,,,0,,0,,,78,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-02,,,,,,,,0,,0,,,76,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-03,,,,,,,,0,,0,,,84,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-04,,,,,,,,0,,0,,,78,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-05,,,,,,,,0.37,,0,,,72,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-06,,,,,,,,0,,0,,,67,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-07,,,,,,,,0,,0,,,67,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-08,,,,,,,,0,,0,,,75,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-09,,,,,,,,0,,0,,,77,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-10,,,,,,,,0,,0,,,80,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-11,,,,,,,,0,,0,,,83,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-12,,,,,,,,0,,0,,,81,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-13,,,,,,,,0.63,,0,,,77,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-14,,,,,,,,0,,0,,,79,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-15,,,,,,,,0.49,,0,,,81,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-16,,,,,,,,0,,0,,,76,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-17,,,,,,,,0.08,,0,,,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-18,,,,,,,,0,,0,,,72,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-19,,,,,,,,0,,0,,,82,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-20,,,,,,,,0,,0,,,93,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-21,,,,,,,,0.05,,0,,,95,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-22,,,,,,,,0,,0,,,74,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-23,,,,,,,,0,,0,,,74,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-24,,,,,,,,0,,0,,,77,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-25,,,,,,,,0,,0,,,78,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-26,,,,,,,,0,,0,,,79,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-27,,,,,,,,0,,0,,,75,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
